ParentGlobalID,TotalAbundance,Richness,mayfly_abundance,perennial_PNW_abundance,perennial_PNW_taxa,perennial_PNW_live_abundance,perennial_NC_abundance,perennial_NC_taxa,perennial_NC_live_abundance,EPT_abundance,EPT_taxa,EPT_relabd,EPT_reltaxa,Ephemeroptera_abundance,Plecoptera_abundance,Trichoptera_abundance,Hemiptera_abundance,Coleoptera_abundance,Decapoda_abundance,Odonata_abundance,Basommatophora_abundance,OtherMacro_abundance,GOLD_abundance,GOLD_taxa,OCH_abundance,OCH_taxa,Noninsect_abundance,Noninsect_taxa,Noninsect_relabund,Noninsect_reltaxa,GOLD_relabd,GOLD_reltaxa,OCH_relabd,OCH_reltaxa,GOLDOCH_relabd,GOLDOCH_reltaxa,Crayfish_abundance,Crayfish_taxa,Mollusk_abundance,Mollusk_taxa,Bivalves_NonFG_Abundance,Clam_Fingernail_Abundance,TolRelAbund,TolRelAbundAlt,NonTolTaxa,NonTolTaxaAlt,TolTaxa,TolTaxaAlt
016fef12-cb8d-44ce-aaaa-de0a1d10f8fc,12,4,0,0,0,0,4,1,4,7,3,0.5833333333333334,0.75,0,0,7,0,0,0,0,0,5,0,0,0,0,5,1,0.4166666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.4166666666666667,3,3,1,1
01951d04-c02b-4232-8207-1e4ec65d3a99,6,2,0,0,0,0,0,0,0,1,1,0.16666666666666666,0.5,0,0,1,0,0,0,0,0,5,0,0,0,0,5,1,0.8333333333333334,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,1,1,1,1
01f98c09-9082-42c4-b3bc-5d079066d580,8,2,0,2,1,2,8,2,8,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,2,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0,0,0,0,0,0,0,2,2,0,0
01fb6519-a962-4df5-8f8b-2010e8ee3135,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0
01fc3d15-26e7-458f-a927-c7adb11c72b9,32,4,0,20,1,20,20,1,20,0,0,0,0,0,0,0,0,20,0,8,2,2,4,2,28,2,4,2,0.125,1,0.125,0.5,0.875,0.5,1,1,0,0,2,1,0,0,0.3125,0.125,2,2,2,2
01ff581a-c1d2-44b2-aa2b-48efca120691,14,5,1,0,0,0,11,2,11,11,2,0.7857142857142857,0.4,1,0,10,0,1,0,0,0,2,1,1,1,1,1,1,0.07142857142857142,0.2,0.07142857142857142,0.2,0.07142857142857142,0.2,0.14285714285714285,0.4,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,3,3,2,2
0203bcfa-648c-4d62-a549-23dcff0ec56a,40,9,2,1,1,1,3,2,3,2,1,0.05,0.1111111111111111,2,0,0,0,2,0,0,2,34,15,3,2,2,23,4,0.575,0.4444444444444444,0.375,0.3333333333333333,0.05,0.2222222222222222,0.425,0.5555555555555556,0,0,3,2,0,1,0.8,0.8,5,5,4,4
021b111b-e4da-4927-9690-5796a2172bc9,46,8,0,13,2,13,13,2,13,14,3,0.30434782608695654,0.375,0,0,14,0,0,10,0,10,12,10,1,0,0,32,5,0.6956521739130435,0.625,0.21739130434782608,0.125,0,0,0.21739130434782608,0.125,10,1,10,1,0,0,0.2608695652173913,0.4782608695652174,5,4,3,4
023aa173-eb7a-4013-a068-e722ec254d55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
02499ab5-c1bc-4cf5-9b1f-39a65a1c46be,10,3,8,0,0,0,8,1,8,9,2,0.9,0.6666666666666666,8,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0.3333333333333333,0.1,0.3333333333333333,0,0,0,0,0,0,0.1,0,2,3,1,0
0268f5e5-1e74-40fa-9a38-ede322d830cb,5,3,0,0,0,0,1,1,1,1,1,0.2,0.3333333333333333,0,0,1,0,0,0,1,0,3,3,1,1,1,0,0,0,0,0.6,0.3333333333333333,0.2,0.3333333333333333,0.8,0.6666666666666666,0,0,0,0,0,0,0.6,0.6,2,2,1,1
02803b93-6a0f-499c-a2d3-9d7bc1041b43,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,10,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
0284196b-e783-4e25-8171-e8cf23aba132,24,7,3,2,1,2,5,3,5,8,3,0.3333333333333333,0.42857142857142855,3,5,0,0,2,2,0,0,12,2,1,2,1,12,2,0.5,0.2857142857142857,0.08333333333333333,0.14285714285714285,0.08333333333333333,0.14285714285714285,0.16666666666666666,0.2857142857142857,2,1,0,0,0,0,0.4166666666666667,0.4166666666666667,6,6,1,1
02dc4e7b-7c4e-429d-b02c-5d4c350747c2,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,2,0,0,13,3,0.7647058823529411,0.6,0.23529411764705882,0.4,0,0,0.23529411764705882,0.4,0,0,0,0,0,0,0.8823529411764706,0.8823529411764706,1,1,4,4
02f45717-a5df-4fe9-8152-6638d89d4a5e,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,1,11,2,0.9166666666666666,0.6666666666666666,0,0,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.3333333333333333,0,0,0,0,0,0,0.9166666666666666,0.9166666666666666,1,1,2,2
03099486-e775-4d4a-89d8-209d156c9de6,36,5,2,0,0,0,2,1,2,2,1,0.05555555555555555,0.2,2,0,0,0,2,0,2,10,20,30,2,4,2,30,2,0.8333333333333334,0.8,0.8333333333333334,0.4,0.1111111111111111,0.4,0.9444444444444444,0.8,0,0,10,1,0,0,0.8333333333333334,0.8333333333333334,3,3,2,2
03136a53-dba5-4e5b-a2d2-cc3fe76d7f0f,44,9,5,6,2,6,11,3,11,20,3,0.45454545454545453,0.3333333333333333,5,10,5,1,1,10,1,0,11,11,2,3,3,10,1,0.22727272727272727,0.1111111111111111,0.25,0.2222222222222222,0.06818181818181818,0.3333333333333333,0.3181818181818182,0.5555555555555556,10,1,0,0,0,0,0.25,0.22727272727272727,7,8,2,1
0318ded2-b576-4366-b54a-0980fc071767,26,6,0,2,1,2,2,1,2,0,0,0,0,0,0,0,0,9,0,2,0,15,5,2,11,3,11,2,0.4230769230769231,0.3333333333333333,0.19230769230769232,0.3333333333333333,0.4230769230769231,0.5,0.6153846153846154,0.8333333333333334,0,0,0,0,0,0,0.5769230769230769,0.5769230769230769,3,3,3,3
0332079e-a516-4952-85c2-154570959c4b,24,10,2,13,5,13,15,6,15,13,4,0.5416666666666666,0.4,2,1,10,0,1,1,1,0,8,8,3,2,2,1,1,0.041666666666666664,0.1,0.3333333333333333,0.3,0.08333333333333333,0.2,0.4166666666666667,0.5,1,1,0,0,0,0,0,0,10,10,0,0
033fdae8-0c37-4b12-a67e-999075ec3818,23,12,7,3,2,3,11,6,11,15,6,0.6521739130434783,0.5,7,1,7,0,0,0,3,0,5,4,3,3,2,3,2,0.13043478260869565,0.16666666666666666,0.17391304347826086,0.25,0.13043478260869565,0.16666666666666666,0.30434782608695654,0.4166666666666667,0,0,1,1,0,1,0.13043478260869565,0.13043478260869565,10,10,2,2
0367460d-006f-4f25-9831-046f45d22f22,11,5,0,0,0,0,1,1,1,1,1,0.09090909090909091,0.2,0,0,1,3,0,0,4,0,3,3,1,7,3,0,0,0,0,0.2727272727272727,0.2,0.6363636363636364,0.6,0.9090909090909091,0.8,0,0,0,0,0,0,0.5454545454545454,0.2727272727272727,3,4,2,1
036eeaed-824d-440f-a064-c5a218bee96e,14,5,0,0,0,0,1,1,1,1,1,0.07142857142857142,0.2,0,0,1,0,1,0,1,0,11,11,2,2,2,0,0,0,0,0.7857142857142857,0.4,0.14285714285714285,0.4,0.9285714285714286,0.8,0,0,0,0,0,0,0.07142857142857142,0.07142857142857142,4,4,1,1
03e256bc-8671-40eb-b267-dc6f5364ead7,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,4,0,0,2,1,0.125,0.25,1,1,0,0,1,1,0,0,0,0,0,0,0.1875,0.1875,2,2,2,2
03e4e2c2-fd73-4c67-9156-aeee7a2fc06f,9,3,0,2,1,2,3,2,3,2,1,0.2222222222222222,0.3333333333333333,0,2,0,0,0,6,1,0,0,0,0,1,1,6,1,0.6666666666666666,0.3333333333333333,0,0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,6,1,0,0,0,0,0,0,3,3,0,0
0411c7e9-08b2-4e17-8d51-cd0ebeca502d,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,21,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.9523809523809523,0.9523809523809523,1,1,2,2
049ff577-9532-42cf-a0a7-b4feda7307c7,15,5,1,1,1,1,2,2,2,2,2,0.13333333333333333,0.4,1,1,0,0,0,0,1,0,12,0,0,1,1,12,2,0.8,0.4,0,0,0.06666666666666667,0.2,0.06666666666666667,0.2,0,0,0,0,0,0,0.8,0.8,3,3,2,2
04aa7c58-1569-40ab-a203-eecbc8af961a,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
04b012f1-cfb2-4b74-a942-d1ab37da13ea,11,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,1,1,9,2,0.8181818181818182,0.5,0.09090909090909091,0.25,0.09090909090909091,0.25,0.18181818181818182,0.5,0,0,0,0,0,0,0.9090909090909091,0.9090909090909091,1,1,3,3
058d8f70-02ce-4905-86d0-4050c3e69ace,26,9,9,7,2,7,15,4,15,24,7,0.9230769230769231,0.7777777777777778,9,14,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0.07692307692307693,0.2222222222222222,0,0,0.07692307692307693,0.2222222222222222,0,0,0,0,0,0,0.038461538461538464,0.038461538461538464,8,8,1,1
05976fef-634b-495f-9e6b-a545711819a4,4,2,3,0,0,0,3,1,3,4,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
05ca26f1-94fd-4880-b0af-66c253d45f84,56,6,4,0,0,0,4,1,4,4,1,0.07142857142857142,0.16666666666666666,4,0,0,20,0,0,2,0,30,8,1,22,2,22,2,0.39285714285714285,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.39285714285714285,0.3333333333333333,0.5357142857142857,0.5,0,0,0,0,0,0,0.9285714285714286,0.5357142857142857,1,3,5,3
05ec8fc7-013f-4050-b80c-807a5508c1b2,51,12,21,8,3,8,30,7,30,40,8,0.7843137254901961,0.6666666666666666,21,11,8,0,1,0,0,0,10,10,3,1,1,0,0,0,0,0.19607843137254902,0.25,0.0196078431372549,0.08333333333333333,0.21568627450980393,0.3333333333333333,0,0,0,0,0,0,0.0784313725490196,0.0784313725490196,11,11,1,1
063bdfd5-f641-4d13-88eb-bb8e8a88910b,28,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,8,2,0,0,20,2,0.7142857142857143,0.5,0.2857142857142857,0.5,0,0,0.2857142857142857,0.5,0,0,0,0,0,0,0.7142857142857143,0.7142857142857143,2,2,2,2
067150cb-50e4-45e3-b0d9-432a2d03a45c,11,7,4,0,0,0,4,2,4,6,4,0.5454545454545454,0.5714285714285714,4,2,0,0,0,2,0,0,3,3,2,0,0,2,1,0.18181818181818182,0.14285714285714285,0.2727272727272727,0.2857142857142857,0,0,0.2727272727272727,0.2857142857142857,2,1,0,0,0,0,0.18181818181818182,0.18181818181818182,6,6,1,1
067195f0-883a-4daf-9062-14ed87334390,5,4,1,0,0,0,3,2,3,1,1,0.2,0.25,1,0,0,0,1,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0.8,0.75,0.8,0.75,0,0,0,0,0,0,0.2,0,3,4,1,0
071236ee-5699-45d6-a88f-de8cdb3ddcd5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,1,6,2,0,0,0,0,0.25,0.3333333333333333,0.75,0.6666666666666666,1,1,0,0,0,0,0,0,0.25,0.25,2,2,1,1
072139eb-8283-4302-bcc9-e3b94c21a66b,30,7,0,3,1,3,3,1,3,4,2,0.13333333333333333,0.2857142857142857,0,0,4,5,1,0,8,4,8,4,1,14,3,12,2,0.4,0.2857142857142857,0.13333333333333333,0.14285714285714285,0.4666666666666667,0.42857142857142855,0.6,0.5714285714285714,0,0,4,1,0,0,0.8333333333333334,0.4,3,5,4,2
0721fa71-54f3-4d3c-ab37-0ec025991966,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0,0,0,0,2,2,0,0
073f01fc-40f4-437f-b41f-6abed4a69aa1,29,11,3,3,2,3,7,4,6,5,2,0.1724137931034483,0.18181818181818182,3,0,2,0,0,0,4,9,11,11,4,4,3,19,5,0.6551724137931034,0.45454545454545453,0.3793103448275862,0.36363636363636365,0.13793103448275862,0.2727272727272727,0.5172413793103449,0.6363636363636364,0,0,10,3,0,0,0.6551724137931034,0.6896551724137931,6,5,5,6
0754dd13-a669-4a1f-95dc-fab2990a09b8,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.375,0.375,1,1,1,1
07c682d7-1ac4-4032-85c7-3b16403c6a63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
08252f8f-d845-411b-be7b-a1d60df80213,5,3,3,0,0,0,3,1,3,4,2,0.8,0.6666666666666666,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.2,0.3333333333333333,0,0,0.2,0.3333333333333333,0,0,0,0,0,0,0,0,3,3,0,0
0873dbe2-4d4c-4ebb-961d-1ccbf6a415ac,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,20,2,1,1,0,0,0,0,0,0,10,1,0,0,0,0,0.5,0.5,1,1,1,1
0886c154-400b-4be3-9413-f8bc3b6e0b03,11,5,10,0,0,0,5,4,5,11,5,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
08b46ac6-086d-46c7-981a-d7cccb6bd302,56,5,0,4,1,4,10,2,10,0,0,0,0,0,0,0,0,0,0,10,10,36,10,1,10,2,46,3,0.8214285714285714,1.2,0.17857142857142858,0.2,0.17857142857142858,0.4,0.35714285714285715,0.6,0,0,26,2,0,16,0.6428571428571429,0.5357142857142857,2,3,3,2
08c06d1f-d839-481e-95e9-4f74b431d12a,38,4,10,0,0,0,10,1,10,10,1,0.2631578947368421,0.25,10,0,0,0,0,0,6,0,22,2,1,6,1,20,1,0.5263157894736842,0.5,0.05263157894736842,0.25,0.15789473684210525,0.25,0.21052631578947367,0.5,0,0,0,0,0,0,0.7368421052631579,0.5789473684210527,1,2,3,2
08cf5bab-7715-4052-a13c-1bb58762c6ec,31,8,14,14,3,14,26,5,26,27,6,0.8709677419354839,0.75,14,1,12,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0.12903225806451613,0.25,0.12903225806451613,0.25,0,0,0,0,0,0,0,0,8,8,0,0
0922fc2c-2789-4451-ae49-79900119cb50,3,2,0,2,1,2,2,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0
093d8784-8b4b-4ae9-9b3b-561ed824e99e,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,0,0,0,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,3,3,0,0
094434c8-b24e-4f6f-97ac-275e6316b791,23,10,9,4,3,4,13,6,13,14,6,0.6086956521739131,0.6,9,4,1,0,4,0,0,0,5,5,2,4,2,0,0,0,0,0.21739130434782608,0.2,0.17391304347826086,0.2,0.391304347826087,0.4,0,0,0,0,0,0,0.043478260869565216,0.043478260869565216,9,9,1,1
09c23bab-f99e-454c-95d9-2c52d86ea2f6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,1,1,1,1
09e3323b-f1a9-433a-8a84-e2af56f7165b,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,1,1,1,1
09ee7083-570f-4e88-afb5-10293efbe499,8,3,0,2,1,2,6,2,6,4,1,0.5,0.3333333333333333,0,0,4,0,0,2,2,0,0,0,0,2,1,2,1,0.25,0.6666666666666666,0,0,0.25,0.3333333333333333,0.25,0.3333333333333333,2,1,0,0,0,0,0,0,3,3,0,0
0a1d89fd-378d-4f3b-834e-bd3c3534defb,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
0a1f3d4c-e2d0-4f4c-a840-9af9715f4b7c,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
0a2974b0-4a17-4aa2-b9eb-b9dff3a6f801,19,4,0,0,0,0,4,1,4,7,2,0.3684210526315789,0.5,0,0,7,0,0,0,0,0,12,2,1,0,0,12,2,0.631578947368421,0.5,0.10526315789473684,0.25,0,0,0.10526315789473684,0.25,0,0,0,0,0,0,0.631578947368421,0.631578947368421,2,2,2,2
0a2f370c-96e7-4430-8128-5c04cc2ddf80,29,6,3,1,1,1,10,1,10,14,3,0.4827586206896552,0.5,3,0,11,0,0,0,0,3,12,5,2,0,0,15,3,0.5172413793103449,0.6666666666666666,0.1724137931034483,0.3333333333333333,0,0,0.1724137931034483,0.3333333333333333,0,0,3,1,0,0,0.5172413793103449,0.5172413793103449,3,3,3,3
0a2f7970-4ddc-45ff-a393-031807cdac67,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
0a6704ce-e986-4b49-a304-cacc5e9f81cd,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,4,1,6,1,22,2,0.6875,1,0.125,0.25,0.1875,0.25,0.3125,0.5,0,0,0,0,0,0,1,0.8125,0,1,4,3
0a68a9d6-16a7-4775-939b-fc38226af8da,33,7,0,14,2,4,14,2,4,4,1,0.12121212121212122,0.14285714285714285,0,0,4,0,0,0,0,1,28,8,3,0,0,28,5,0.8484848484848485,0.7142857142857143,0.24242424242424243,0.42857142857142855,0,0,0.24242424242424243,0.42857142857142855,0,0,22,4,11,10,0.21212121212121213,0.21212121212121213,5,5,2,2
0a9eecdb-58e3-4af6-aeb5-6fbda6988f6b,7,5,4,0,0,0,4,2,4,5,3,0.7142857142857143,0.6,4,0,1,0,0,1,0,0,1,0,0,0,0,2,2,0.2857142857142857,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0.14285714285714285,0.14285714285714285,4,4,1,1
0a9fd97a-febb-40f0-bb0e-ccabf73f1ba6,49,15,14,8,6,7,22,9,21,17,5,0.3469387755102041,0.3333333333333333,14,2,1,0,2,1,4,0,25,14,3,6,4,21,3,0.42857142857142855,0.2,0.2857142857142857,0.2,0.12244897959183673,0.26666666666666666,0.40816326530612246,0.4666666666666667,1,1,0,0,0,0,0.4489795918367347,0.40816326530612246,12,13,3,2
0aad33cf-c9a6-4542-88e9-78c74aaab5ba,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,18,2,0,0,6,2,0.25,0.75,0.75,0.5,0,0,0.75,0.5,2,1,4,1,4,0,0.5833333333333334,0.5833333333333334,3,3,1,1
0acb715f-4874-4658-97ca-f11ee5f7f319,5,3,3,0,0,0,3,1,3,3,1,0.6,0.3333333333333333,3,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0.4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1,1,2,2
0acc72ec-5d45-4b7d-b701-95a3d6ea53af,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
0b6a05ee-3708-4aaa-bb87-c46a3bae9df8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,3,1,0.75,0.5,0,0,0.25,0.5,0.25,0.5,3,1,0,0,0,0,0,0,2,2,0,0
0b6ac41a-7b07-431e-9402-d27dd445002b,8,3,5,0,0,0,6,2,6,5,1,0.625,0.3333333333333333,5,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0.25,0.3333333333333333,0,0,0.25,0.3333333333333333,0,0,0,0,0,0,0.25,0.25,2,2,1,1
0b77f928-bc27-42da-878e-dc401c8ca817,56,10,10,13,3,13,23,4,23,20,2,0.35714285714285715,0.2,10,0,10,0,0,1,3,0,32,21,3,3,2,12,3,0.21428571428571427,0.3,0.375,0.3,0.05357142857142857,0.2,0.42857142857142855,0.5,1,1,0,0,0,0,0.39285714285714285,0.375,6,7,4,3
0b97776a-8d54-4e75-a543-cc93736d23c4,60,10,39,3,1,3,33,4,33,58,8,0.9666666666666667,0.8,39,3,16,0,0,1,0,0,1,1,1,0,0,1,1,0.016666666666666666,0.1,0.016666666666666666,0.1,0,0,0.016666666666666666,0.1,1,1,0,0,0,0,0,0,10,10,0,0
0bb53db4-ee56-403d-a9d2-437b19f4e08f,6,3,1,1,1,1,1,1,1,5,2,0.8333333333333334,0.6666666666666666,1,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,3,3,0,0
0bb8b9d3-958b-40a2-8312-e8e436f8b1a0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,14,2,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0.7142857142857143,0.7142857142857143,1,1,1,1
