sitecode,Class,Region_detail,Region,Note,lat,long,Region_detail2,beta_region,beta_id,ohwm_region,ohwm_id,corps_region,corps_id,nwca_region,nwca_id
AZAW9031,E,AW,West,Q&D Interpretation of logger data,34.52525352,-110.9815542,AW,Arid West,6,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZAW9032,I,AW,West,Q&D Interpretation of logger data,34.03552954,-109.1847943,AW,Arid West,6,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0113,I,WM,West,NA,35.14608424,-112.0603052,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0114,I,WM,West,NA,35.05658448,-111.4905942,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0115,I,WM,West,NA,34.72910779,-111.0991846,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0116,I,WM,West,NA,34.51771495,-110.9862801,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0118,I,WM,West,NA,34.43714725,-111.0364989,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0119,P,WM,West,NA,34.41131886,-111.373838,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0120,P,WM,West,NA,34.17725,-109.986,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0121,I,WM,West,NA,34.03009529,-109.1862411,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0122,P,WM,West,NA,34.01765497,-109.4569586,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0123,I,WM,West,NA,33.94533644,-109.1548673,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM0124,P,WM,West,NA,33.82242695,-109.8149113,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1588,E,WM,West,NA,34.15643723,-109.8801622,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1589,E,WM,West,"Q&D review of logger data, plus review by PDT",34.38932756,-110.4934179,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1590,E,WM,West,NA,34.43167093,-110.5993817,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1591,E,WM,West,NA,34.43142808,-110.5944601,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1834,I,WM,West,Q&D Interpretation of logger data and field observations of drying,33.74760989,-109.2106236,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1842,E,WM,West,NA,35.26909726,-111.6565207,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1843,E,WM,West,NA,35.25356628,-111.6242552,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1847,E,WM,West,Q&D Interpretation of logger data,35.16721533,-111.6710526,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1848,E,WM,West,NA,35.22347,-111.624023,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1850,I,WM,West,Q&D Interpretation of logger data and field observations of drying,35.19568457,-111.5968675,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1853,P,WM,West,NA,34.05561173,-109.4011708,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1854,I,WM,West,NA,34.05757822,-109.2965592,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1855,I,WM,West,NA,33.67497497,-109.2702535,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1866,E,WM,West,Q&D review of logger data. Longest wet is 35 days (borderline I),35.06459827,-111.7336047,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
AZWM1867,E,WM,West,NA,35.05902365,-111.7166525,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAAW0242,P,AW,West,NA,36.7053813,-121.7054614,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0243,E,AW,West,"Long term gage suggests ephemeral, even though study period was much wetter",36.65352412,-120.6317633,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0244,I,AW,West,NA,36.62992705,-121.6746282,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0247,P,AW,West,NA,36.50924205,-121.7661645,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0249,P,AW,West,NA,36.50947403,-121.7668604,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0260,P,AW,West,Q&D review of gage data,35.80487845,-116.189207,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0265,I,AW,West,Q&D review of gage data; logger data unavailable,35.62788569,-120.68434,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0266,E,AW,West,Q&D Review of logger data,35.60076299,-116.3534658,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0270,P,AW,West,Q&D review of gage data,35.23783362,-120.4733586,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0281,P,AW,West,NA,34.69267,-118.7919,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,WMT,4
CAAW0332,I,AW,West,NA,34.16635091,-116.5728559,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,WMT,4
CAAW0354,I,AW,West,NA,34.00754,-116.62183,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0361,E,AW,West,Q&D review of logger data,33.90218808,-115.2176655,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0377,P,AW,West,NA,33.83035759,-116.3117908,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0381,E,AW,West,NA,33.79713873,-116.4790534,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0387,E,AW,West,NA,33.7485815,-116.4191914,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0392,I,AW,West,NA,33.70954,-117.62545,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0394,E,AW,West,NA,33.69335,-117.68461,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0396,I,AW,West,NA,33.6626,-117.302733,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0405,I,AW,West,Q&D review of older logger data; contemporary data insufficient (looks P),33.57585993,-116.4173428,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,WMT,4
CAAW0410,I,AW,West,NA,33.50232,-117.64785,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0412,P,AW,West,NA,33.50207,-117.66735,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0414,I,AW,West,NA,33.4788792,-117.1429828,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0419,I,AW,West,NA,33.45768,-116.97079,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0426,I,AW,West,NA,33.42009,-116.86157,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,WMT,4
CAAW0430,P,AW,West,Q&D review of older logger data; contemporary data insufficient,33.53426,-117.25918,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0432,I,AW,West,"Cole Creek, not Cougar.",33.56382,-117.2483,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0434,P,AW,West,"Gage is intermittent, but we know there are standing permanent pools here",33.47861,-117.14264,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0436,P,AW,West,Q&D review of gage data,33.47299,-117.1439,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0438,U,AW,West,"Alt Cole Creek site, no logger data?",33.53777,-117.26456,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0440,I,AW,West,Q&D review of gage data,33.55551,-117.23183,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0441,I,AW,West,Q&D Review of logger data,33.320501,-116.622748,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,WMT,4
CAAW0449,I,AW,West,Short record but sufficient for determining intermittency,33.268141,-116.639619,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,WMT,4
CAAW0454,E,AW,West,Manual inspection shows 34 continuous days of flow,33.112503,-116.445546,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW0473,E,AW,West,Q&D review of logger data,32.726926,-116.462871,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW9243,I,AW,West,Short record but sufficient for determining intermittency,38.76898077,-121.2746603,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
CAAW9247,P,AW,West,Q&D Review of logger data; short record but site is well known,38.537509,-121.867971,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAAW9248,E,AW,West,Q&D review of logger data. Longest wet is 24 days,38.54507382,-121.8514779,AW,Arid West,6,Southwest,6,USACE Arid West Region,7,XER,5
CAWM0477,I,WM,West,NA,41.90430412,-124.1543291,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0478,I,WM,West,NA,41.88687781,-124.144242,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0485,P,WM,West,NA,41.123772,-122.0661937,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0495,P,WM,West,NA,41.01788169,-121.656095,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0507,P,WM,West,NA,40.72581662,-122.8369694,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0519,P,WM,West,NA,40.4815468,-123.8934133,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0522,I,WM,West,Q&D review of logger data,40.42881796,-123.2740527,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0523,I,WM,West,Q&D review of logger data,40.40778388,-123.283211,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0525,E,WM,West,Q&D review of logger data (incomplete),40.35184178,-123.9773426,WM,Western Mountains,5,Southwest,6,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0528,I,WM,West,NA,40.2856161,-123.3363824,WM,Western Mountains,5,Southwest,6,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0549,I,WM,West,NA,39.68837613,-123.4925102,WM,Western Mountains,5,Southwest,6,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0566,P,WM,West,NA,39.43445,-120.23299,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0588,I,WM,West,NA,39.27453686,-120.3667778,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0592,I,WM,West,NA,39.162316,-120.15166,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0595,I,WM,West,NA,39.13107,-120.15658,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0598,P,WM,West,NA,39.01725,-120.16146,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0609,P,WM,West,NA,38.924776,-119.99438,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0610,P,WM,West,NA,38.92093,-119.972146,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0621,I,WM,West,NA,38.783148,-120.778963,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0652,P,WM,West,NA,38.40383696,-120.4455768,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0657,I,WM,West,NA,38.27936409,-119.9702814,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0672,I,WM,West,NA,38.033208,-119.2169907,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0684,I,WM,West,NA,37.84136725,-120.185614,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0697,I,WM,West,NA,37.32561,-122.38593,WM,Western Mountains,5,Southwest,6,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0718,P,WM,West,NA,37.1358884,-119.2558501,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0720,P,WM,West,NA,37.04202,-122.07066,WM,Western Mountains,5,Southwest,6,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM0724,P,WM,West,NA,36.87977786,-119.1300824,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,XER,5
CAWM0736,I,WM,West,NA,35.94418456,-118.4752261,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1822,I,WM,West,NA,39.03568,-119.94151,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1831,I,WM,West,NA,39.25961,-120.61564,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1837,I,WM,West,"Some logger data available. Cutoff too high, but pattern clearly supports intermittent",39.42444048,-120.2809298,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1871,E,WM,West,NA,41.31261338,-122.2037397,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1882,I,WM,West,NA,38.53967072,-122.9134617,WM,Western Mountains,5,Southwest,6,"USACE Western Mountains, Valleys, and Coast Region",6,XER,5
CAWM1891,E,WM,West,NA,40.64884516,-122.9861953,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1892,E,WM,West,NA,40.7620913,-122.9025338,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1894,E,WM,West,NA,40.75986248,-122.8865097,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1895,E,WM,West,NA,40.78596488,-122.8948299,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1898,E,WM,West,NA,40.75566294,-122.9342985,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1899,E,WM,West,NA,40.76218771,-122.9270673,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1900,E,WM,West,NA,40.76565614,-122.9235682,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM1902,E,WM,West,NA,40.59695114,-122.9238928,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM9002,I,WM,West,Clear spring dry period that doesn't correspond to frozen.,41.76193791,-123.4045187,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM9005,E,WM,West,Confirmd by one logger,39.68915096,-123.479306,WM,Western Mountains,5,Southwest,6,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM9007,I,WM,West,"Short logger records show continuous surface water, but site never had 100% surface flow at any site visit",39.43031,-120.23438,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CAWM9008,I,WM,West,Record long enough to show intermttent flow of a few months in spring,39.43037207,-120.2428737,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COAW0746,E,AW,West,NA,39.93695259,-108.3025392,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0751,I,AW,West,NA,39.39590807,-108.9815143,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0755,I,AW,West,Q&D Interpretation of logger data,38.68784,-108.18502,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0761,I,AW,West,"Q&D Interpretation of logger data. May be better to review more closely, as one logger shows much more sporadic flow than the other",39.0540992,-108.6011919,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
