"","SiteCode","tmean","tmax","tmin","ppt","ppt.m01","ppt.m02","ppt.m03","ppt.m04","ppt.m05","ppt.m06","ppt.m07","ppt.m08","ppt.m09","ppt.m10","ppt.m11","ppt.m12","temp.m01","temp.m02","temp.m03","temp.m04","temp.m05","temp.m06","temp.m07","temp.m08","temp.m09","temp.m10","temp.m11","temp.m12","Elev_m","Eco3","Eco2","Eco1","SnowDom_Eco","ColdWetMonths","ColdMonths","WetMonths","SnowDom_PptTemp","MeanSnowPersistence_10","MeanSnowPersistence_05","MeanSnowPersistence_01","SnowDom_SP10","SnowDom_SP05","SnowDom_SP01","CalcTime"
"26","CAWM0507",12.4499998092651,20.3500003814697,4.53999996185303,832.030029296875,145.529998779297,118.190002441406,104.930000305176,55.9000015258789,45.2700004577637,21.7399997711182,5.3600001335144,8.69999980926514,13.1499996185303,50.8699989318848,112.959999084473,149.429992675781,4.1399998664856,5.92000007629395,8.25,10.710000038147,14.7700004577637,18.6299991607666,22.4400005340576,21.8899993896484,18.75,13.0799999237061,7.13000011444092,3.65000009536743,641,"Klamath Mountains/California High North Coast Range","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Not snow-dominated",0,0,12,"Not snow-dominated",7.61908912658691,5.99144649505615,4.31577444076538,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"27","CAWM0519",12.0699996948242,17.6499996185303,6.48999977111816,1298.68994140625,225.080001831055,196.649993896484,167.789993286133,102.800003051758,59.0400009155273,20.6399993896484,4.09999990463257,6.55999994277954,18.5100002288818,72.6100006103516,160.320007324219,264.589996337891,6.98999977111816,7.82000017166138,9.03999996185303,10.7299995422363,13.7299995422363,15.5799999237061,17.8299999237061,18.2600002288818,16.4099998474121,13.0600004196167,8.90999984741211,6.5,288,"Coast Range","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Not snow-dominated",0,0,12,"Not snow-dominated",7.80042171478271,8.08687114715576,9.16973686218262,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"28","CAWM0522",10.6899995803833,18.5599994659424,2.80999994277954,1593.02001953125,344.890014648438,246.929992675781,194.410003662109,106.51000213623,62.560001373291,19.0100002288818,4.69000005722046,6.23000001907349,20.6100006103516,77.3300018310547,207.580001831055,302.269989013672,2.69000005722046,4.28000020980835,5.94000005722046,8.17000007629395,12.1400003433228,16.0799999237061,20.8299999237061,20.1499996185303,17.8799991607666,11.9799995422363,5.55999994277954,2.5699999332428,1118,"Klamath Mountains/California High North Coast Range","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Not snow-dominated",0,0,12,"Not snow-dominated",17.7194061279297,17.5622444152832,12.4085416793823,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"29","CAWM0523",10.5900001525879,18.3500003814697,2.8199999332428,1579.31994628906,316.209991455078,252.020004272461,193.910003662109,110.319999694824,63.0699996948242,18.9500007629395,4.84000015258789,6.6399998664856,19.5300006866455,77.9300003051758,210.419998168945,305.480010986328,2.50999999046326,4.09999990463257,5.78000020980835,7.90000009536743,11.8299999237061,15.8299999237061,20.9799995422363,20.2900009155273,17.9899997711182,12.0900001525879,5.34000015258789,2.44000005722046,996,"Klamath Mountains/California High North Coast Range","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Not snow-dominated",0,0,12,"Not snow-dominated",18.8520374298096,15.6326389312744,13.320894241333,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"30","CAWM0525",13.4399995803833,19.9899997711182,6.8899998664856,1510.41003417969,267.709991455078,234.919998168945,206.740005493164,111.349998474121,57.9700012207031,20.8600006103516,3.0699999332428,6.86999988555908,16.8099994659424,78.1100006103516,196.610000610352,309.390014648438,8.46000003814697,9.21000003814697,10.0600004196167,11.8100004196167,14.4799995422363,16.9300003051758,19.7000007629395,19.9500007629395,18.2299995422363,14.6000003814697,10.1000003814697,7.76999998092651,276,"Coast Range","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Not snow-dominated",0,0,12,"Not snow-dominated",8.68937206268311,9.95004367828369,8.68161678314209,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"31","CAWM0528",11.4799995422363,20.0100002288818,2.95000004768372,1542.21997070312,282.369995117188,245,191.399993896484,100.370002746582,63.9099998474121,25.2700004577637,4.82999992370605,4.8600001335144,14.9499998092651,78.2900009155273,209.050003051758,321.920013427734,4.21999979019165,5.6399998664856,7.32000017166138,9.02000045776367,12.1499996185303,16.6599998474121,20.1499996185303,20.5400009155273,18.1200008392334,12.789999961853,6.96999979019165,4.17999982833862,920,"Klamath Mountains/California High North Coast Range","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Not snow-dominated",0,0,12,"Not snow-dominated",18.0970668792725,19.2737598419189,12.0332355499268,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"32","CAWM0549",13.4200000762939,21.75,5.07999992370605,1685.60998535156,332.329986572266,266.630004882812,202.050003051758,109.23999786377,59.9900016784668,17.2700004577637,2.35999989509583,8.78999996185303,12.9099998474121,90.4899978637695,207.339996337891,376.209991455078,7.07999992370605,8.14000034332275,9.40999984741211,10.8500003814697,14.4499998092651,18.1100006103516,21.9099998474121,21.3199996948242,19.3400001525879,14.6000003814697,9.25,6.59000015258789,572,"Klamath Mountains/California High North Coast Range","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Not snow-dominated",0,0,12,"Not snow-dominated",4.61024570465088,4.40911436080933,4.5723819732666,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2021-08-05 16:11:22
"33","CAWM0566",6.1100001335144,13.9700002670288,-1.75999999046326,875.75,140.089996337891,137.839996337891,133.389999389648,60.75,37.8800010681152,16,9.39000034332275,10.5500001907349,25.5799999237061,46.810001373291,110.120002746582,147.350006103516,-1.37999999523163,-0.740000009536743,1.37000000476837,3.61999988555908,7.69999980926514,11.8199996948242,15.5299997329712,15.3000001907349,12.2399997711182,7.46999979019165,1.99000000953674,-1.61000001430511,2036,"Sierra Nevada","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Snow-dominated",3,3,12,"Snow-dominated",60.8263206481934,61.5525817871094,60.341365814209,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"34","CAWM0588",7.09000015258789,14.0100002288818,0.170000001788139,1606.39001464844,253.5,253.779998779297,218.679992675781,135.990005493164,90.5599975585938,30.2999992370605,6.28999996185303,8.14999961853027,23.8799991607666,93.7699966430664,196.410003662109,295.079986572266,-0.560000002384186,-0.00999999977648258,1.79999995231628,3.98000001907349,8.38000011444092,13,16.8999996185303,16.7700004577637,13.7200002670288,8.96000003814697,2.85999989509583,-0.730000019073486,1973,"Sierra Nevada","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Snow-dominated",3,3,12,"Snow-dominated",74.2412414550781,71.4459609985352,65.7847671508789,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"35","CAWM0592",6.78000020980835,14.539999961853,-0.990000009536743,867.039978027344,147.919998168945,144.059997558594,118.5,55.0699996948242,35.6300010681152,18.3600006103516,5.05999994277954,8.61999988555908,19.6499996185303,52.2000007629395,110.860000610352,151.110000610352,-0.930000007152557,-0.25,1.86000001430511,4.32999992370605,8.5,12.6099996566772,16.2999992370605,16.1299991607666,12.9200000762939,8.01000022888184,2.69000005722046,-0.879999995231628,1961,"Sierra Nevada","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Snow-dominated",3,3,12,"Snow-dominated",49.9099540710449,49.4020690917969,54.7807312011719,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
"36","CAWM0595",6.78000020980835,14.4799995422363,-0.920000016689301,890.119995117188,147.309997558594,142.610000610352,121.199996948242,64.3499984741211,39.7299995422363,18.4200000762939,5.07000017166138,8.89000034332275,19.4099998474121,50.9700012207031,117.889999389648,154.270004272461,-0.870000004768372,-0.189999997615814,1.87000000476837,4.30999994277954,8.46000003814697,12.5500001907349,16.3500003814697,16.1299991607666,12.8599996566772,7.98000001907349,2.71000003814697,-0.779999971389771,1940,"Sierra Nevada","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","Snow-dominated",3,3,12,"Snow-dominated",53.0204467773438,48.7118721008301,51.1293792724609,"Snow-dominated","Snow-dominated","Snow-dominated",2021-08-05 16:11:22
