"","SiteCode","ParentGlobalID","tmean","tmax","tmin","ppt","ppt.m01","ppt.m02","ppt.m03","ppt.m04","ppt.m05","ppt.m06","ppt.m07","ppt.m08","ppt.m09","ppt.m10","ppt.m11","ppt.m12","temp.m01","temp.m02","temp.m03","temp.m04","temp.m05","temp.m06","temp.m07","temp.m08","temp.m09","temp.m10","temp.m11","temp.m12","Elev_m","ColdWetMonths","ColdMonths","WetMonths","SnowDom_PptTemp","MeanSnowPersistence_10","MeanSnowPersistence_05","MeanSnowPersistence_01","SnowDom_SP10","SnowDom_SP05","SnowDom_SP01","CalcTime"
"11","COCB141","2f1d3cab-a546-4535-9587-bcd0ea7ab553",11.6800003051758,19.9799995422363,3.38000011444092,422.179992675781,8.46000003814697,10.0299997329712,28.5400009155273,31.25,54.189998626709,56.2099990844727,74.620002746582,71.0400009155273,35.5400009155273,27.2900009155273,14.9200000762939,10.0900001525879,0.620000004768372,2.05999994277954,6.19999980926514,10.6599998474121,15.960000038147,21.0400009155273,23.7999992370605,22.8600006103516,18.6100006103516,12.1700000762939,5.57999992370605,0.600000023841858,1475,0,0,12,"Not snow-dominated",9.6139612197876,9.65524005889893,9.32541179656982,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"12","TXSB130","5ce7f57f-8c11-4e83-878f-9a8051906141",19.9500007629395,26.9899997711182,12.8999996185303,528.260009765625,21.9099998474121,29.2999992370605,38.9300003051758,38.689998626709,62.5499992370605,67.9899978637695,44.7999992370605,51.25,62.4300003051758,59.5,32.4500007629395,18.4599990844727,9.25,11.6999998092651,15.9300003051758,20.4699993133545,24.9599990844727,28.0599994659424,29.25,29.2099990844727,25.8299999237061,20.6200008392334,14.5500001907349,9.51000022888184,531,0,0,12,"Not snow-dominated",0.0737451389431953,0.134178325533867,0.106721393764019,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"13","TXSB131","f4726b92-d7c0-4a5b-bce8-704e3b6aa303",20.1299991607666,27.1200008392334,13.1400003433228,523.940002441406,21.7600002288818,29.1800003051758,38.4599990844727,38.5299987792969,62.0699996948242,67.5400009155273,44.4099998474121,50.6599998474121,62.3699989318848,58.8400001525879,32.0200004577637,18.1000003814697,9.47000026702881,11.8800001144409,16.1599998474121,20.6800003051758,25.1399993896484,28.2299995422363,29.3500003814697,29.3700008392334,26.0100002288818,20.8299999237061,14.7399997711182,9.69999980926514,505,0,0,12,"Not snow-dominated",0.0761139020323753,0.108115509152412,0.0446822308003902,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"14","TXSB61","8655f7b1-4034-4341-8604-329bf03d1828",19.3299999237061,26.3799991607666,12.2700004577637,753.989990234375,36.3699989318848,40.4900016784668,56.9799995422363,54,84.8399963378906,102.089996337891,68.7300033569336,56.4199981689453,80.379997253418,89.8199996948242,49.6100006103516,34.2599983215332,9.52999973297119,11.6099996566772,15.4200000762939,19.5300006866455,23.7600002288818,26.5699996948242,27.7099990844727,27.8500003814697,25.0699996948242,20.3799991607666,14.6599998474121,9.81999969482422,464,0,0,12,"Not snow-dominated",0.235404819250107,0.246840298175812,0.225161999464035,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"15","TXSB60","743b7b21-7f24-4bd5-b7b5-861ce694f5b8",18.25,25.1700000762939,11.3299999237061,799.090026855469,39.9099998474121,43.2099990844727,62.3499984741211,58.1199989318848,100.290000915527,98.4300003051758,68.2099990844727,58.3699989318848,80.5800018310547,93.5199966430664,57.810001373291,38.2900009155273,8.40999984741211,10.5299997329712,14.2700004577637,18.3500003814697,22.6399993896484,25.7600002288818,26.8400001525879,26.9599990844727,23.8899993896484,19.1100006103516,13.5,8.76000022888184,634,0,0,12,"Not snow-dominated",0.428457975387573,0.473005294799805,0.467090934514999,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"16","TXSB29","d2e007bc-1369-4e3c-a7b4-4b35fdaeda8d",19,25.6299991607666,12.3599996566772,925.469970703125,51.2700004577637,58.6599998474121,74.8000030517578,58.1199989318848,111.220001220703,113.330001831055,81.7900009155273,59.5900001525879,85.6100006103516,106.690002441406,66.0400009155273,58.3499984741211,9.22000026702881,11.1099996566772,14.8599996566772,18.9200000762939,23.1299991607666,26.25,27.5799999237061,27.8700008392334,24.8199996948242,19.9699993133545,14.5299997329712,9.72999954223633,437,0,0,12,"Not snow-dominated",0.193789750337601,0.200937837362289,0.0304938070476055,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"17","TXSB119","f105a7d5-2b4b-4811-8a14-938af091cb8b",19.8999996185303,27.0100002288818,12.7799997329712,528.369995117188,22,29.4699993133545,39.1300010681152,38.3899993896484,62.2099990844727,68.120002746582,44.4500007629395,51.2700004577637,62.5,59.689998626709,32.7200012207031,18.4200000762939,9.09000015258789,11.5500001907349,15.8500003814697,20.4599990844727,25,28.1499996185303,29.3199996948242,29.2600002288818,25.8099994659424,20.5599994659424,14.3800001144409,9.34000015258789,523,0,0,12,"Not snow-dominated",0.087800495326519,0.141717061400414,0.363742828369141,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"18","TXSB19","96fdd289-69d9-4e2e-b057-46edf3587827",19.3400001525879,26.3199996948242,12.3599996566772,753.840026855469,36.8699989318848,40.5499992370605,58.2799987792969,53.7799987792969,87.75,98.1399993896484,69.4199981689453,56.2400016784668,78.5,88.9899978637695,50.6300010681152,34.689998626709,9.55000019073486,11.6499996185303,15.4399995803833,19.5599994659424,23.7299995422363,26.6000003814697,27.7000007629395,27.8600006103516,25.0799999237061,20.3999996185303,14.6899995803833,9.85000038146973,456,0,0,12,"Not snow-dominated",0.240715622901917,0.193750292062759,0.178387373685837,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"19","TXSB59","bd8f4868-6f84-4f91-abf5-622d76d3e570",18.2299995422363,25.0400009155273,11.4200000762939,799.450012207031,39.8899993896484,43.1599998474121,62.2900009155273,58.0999984741211,100.279998779297,98.2900009155273,68.3199996948242,58.4000015258789,81.3099975585938,93.4400024414062,57.7799987792969,38.189998626709,8.47999954223633,10.5600004196167,14.3299999237061,18.3600006103516,22.5799999237061,25.6800003051758,26.7299995422363,26.8600006103516,23.8099994659424,19.0699996948242,13.5200004577637,8.81999969482422,634,0,0,12,"Not snow-dominated",0.423601418733597,0.500484645366669,0.411864072084427,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"20","TXSB15","6c868fad-af11-470e-9489-a7b52c4d3c7e",20.0400009155273,26.5100002288818,13.5699996948242,852.960021972656,53.1399993896484,53.6399993896484,69.9400024414062,54.439998626709,103.339996337891,106.870002746582,56.1199989318848,46.9099998474121,75.0800018310547,100.610000610352,70.6600036621094,62.2099990844727,10.0900001525879,11.8400001525879,15.6700000762939,19.8799991607666,24.1499996185303,27.5100002288818,28.8999996185303,29.2800006866455,26.1399993896484,20.9500007629395,15.5,10.6099996566772,162,0,0,12,"Not snow-dominated",0.45520156621933,0.452342212200165,0.630373239517212,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"21","TXSB10","50093859-8912-4ae7-9ab4-e0c914e7e7c2",20.0900001525879,26.3899993896484,13.789999961853,868.260009765625,54.6399993896484,55.8300018310547,69.6500015258789,55.7400016784668,103.550003051758,103.910003662109,52.7900009155273,49.6599998474121,80.0599975585938,104.779998779297,71.7699966430664,65.879997253418,10.1999998092651,11.960000038147,15.7600002288818,19.9400005340576,24.1599998474121,27.4400005340576,28.9099998474121,29.3099994659424,26.1299991607666,21.0499992370605,15.539999961853,10.6999998092651,183,0,0,12,"Not snow-dominated",0.394384831190109,0.502128779888153,0.599778473377228,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"22","TXSB8","6c462203-ee83-48f8-a851-2ec2520c8a83",19.8700008392334,26.4300003051758,13.3000001907349,871.539978027344,55.6199989318848,56.2999992370605,69.5699996948242,56.0499992370605,105.73999786377,103.940002441406,51.9900016784668,49.7700004577637,78.870002746582,104.790000915527,72.6399993896484,66.2600021362305,9.90999984741211,11.6999998092651,15.4399995803833,19.7099990844727,23.9400005340576,27.3400001525879,28.75,29.0900001525879,25.9099998474121,20.7900009155273,15.3699998855591,10.4700002670288,159,0,0,12,"Not snow-dominated",0.350862115621567,0.302158623933792,0.0215289276093245,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"23","TXSB9","284712ca-ef97-409a-acfa-79d1c5228126",20.0100002288818,26.4099998474121,13.6099996566772,870.97998046875,55.3699989318848,56.1300010681152,69.5299987792969,56.0900001525879,105.610000610352,104.050003051758,52.1199989318848,49.7299995422363,79.0800018310547,104.610000610352,72.4700012207031,66.1900024414062,10.0900001525879,11.8699998855591,15.6599998474121,19.8700008392334,24.0799999237061,27.3999996185303,28.8600006103516,29.2299995422363,26.0499992370605,20.9500007629395,15.4899997711182,10.6000003814697,164,0,0,12,"Not snow-dominated",0.35703718662262,0.301950454711914,0,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"24","TXSB39","3a20c3ab-52bc-4213-a603-1368dcbd2764",20.1100006103516,26.4799995422363,13.7299995422363,860.859985351562,47.9099998474121,47.7200012207031,61.5800018310547,56.0900001525879,111.300003051758,108.730003356934,58.7599983215332,54.5699996948242,84.2799987792969,99.5199966430664,74.1900024414062,56.2099990844727,10.2299995422363,12.0600004196167,15.9399995803833,20.0499992370605,24.2099990844727,27.3700008392334,28.6599998474121,29.0799999237061,26.0599994659424,21.1399993896484,15.6999998092651,10.8000001907349,201,0,0,12,"Not snow-dominated",0.130399256944656,0.130702316761017,0.220537588000298,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"25","TXSB12","9361a9cc-e6b3-40b5-b12e-43781cb21957",20.1399993896484,26.4099998474121,13.8699998855591,849.210021972656,53.2299995422363,53.5499992370605,69.9800033569336,54.6500015258789,102.860000610352,106.419998168945,54.5,47.9300003051758,75.6600036621094,97.8399963378906,71.9199981689453,60.6699981689453,10.1700000762939,11.9099998474121,15.7799997329712,20.0100002288818,24.2600002288818,27.5100002288818,29.0300006866455,29.3999996185303,26.2099990844727,21.1200008392334,15.6000003814697,10.6999998092651,220,0,0,12,"Not snow-dominated",0.549365401268005,0.581742465496063,0.825349867343903,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"26","TXSB13","1da35d3e-317c-4984-aa2c-91c153186139",20.1499996185303,26.3999996185303,13.8900003433228,849.210021972656,53.3800010681152,53.0800018310547,70.2900009155273,54.060001373291,103.120002746582,106.889999389648,55.2200012207031,47.2999992370605,75.0800018310547,98.2799987792969,71.7900009155273,60.7200012207031,10.1700000762939,11.9200000762939,15.7799997329712,20,24.2600002288818,27.5200004577637,29.0300006866455,29.4099998474121,26.2199993133545,21.1299991607666,15.6099996566772,10.710000038147,220,0,0,12,"Not snow-dominated",0.55126166343689,0.604964852333069,0.4428331553936,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"27","TXSB11","5bcc026c-48ef-4202-b178-f6f0f755696d",20.1700000762939,26.4300003051758,13.8999996185303,847.049987792969,53.2099990844727,53.0800018310547,70.120002746582,54.0699996948242,102.75,106.720001220703,55.2299995422363,47.2799987792969,74.7200012207031,97.8899993896484,71.4899978637695,60.4900016784668,10.1999998092651,11.9300003051758,15.8000001907349,20.0200004577637,24.2800006866455,27.5400009155273,29.0499992370605,29.4200000762939,26.2399997711182,21.1399993896484,15.6400003433228,10.7399997711182,220,0,0,12,"Not snow-dominated",0.552519142627716,0.582301795482635,0.405157506465912,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"28","TXSB7","073f01fc-40f4-437f-b41f-6abed4a69aa1",20.0900001525879,26.4699993133545,13.6999998092651,856.880004882812,53.5299987792969,53.9099998474121,69.9400024414062,54.689998626709,103.550003051758,107.480003356934,56.1699981689453,47.3300018310547,75.7099990844727,101.190002441406,70.8000030517578,62.5800018310547,10.1599998474121,11.9300003051758,15.7799997329712,19.9300003051758,24.1900005340576,27.4699993133545,28.8999996185303,29.2900009155273,26.1299991607666,21.0100002288818,15.539999961853,10.6800003051758,192,0,0,12,"Not snow-dominated",0.426211267709732,0.418465197086334,0.192914590239525,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"29","TXSB14","820f1ce2-cb75-40ae-9d90-fe5fef4f6eb2",20.0300006866455,26.5100002288818,13.5500001907349,852.97998046875,53.1699981689453,53.5499992370605,69.9300003051758,54.4700012207031,103.699996948242,106.629997253418,55.7400016784668,46.9099998474121,75.4100036621094,100.459999084473,70.7600021362305,62.25,10.0799999237061,11.8199996948242,15.6599998474121,19.8700008392334,24.1299991607666,27.5100002288818,28.8899993896484,29.2700004577637,26.1299991607666,20.9500007629395,15.4899997711182,10.6099996566772,161,0,0,12,"Not snow-dominated",0.486355185508728,0.459670156240463,0.628703892230988,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"30","TXSB16","5818bc8f-d534-4680-acca-1c0a3b5700ed",20.3799991607666,26.7199993133545,14.039999961853,875.400024414062,49.6599998474121,50.7200012207031,63.7599983215332,55.6100006103516,99.5199966430664,122.769996643066,66.3000030517578,53.560001373291,80.2900009155273,109.360000610352,64.7399978637695,59.1100006103516,10.6599998474121,12.4099998474121,16.3400001525879,20.3500003814697,24.4699993133545,27.5499992370605,28.7900009155273,29.2299995422363,26.25,21.3500003814697,16.0200004577637,11.1599998474121,212,0,0,12,"Not snow-dominated",0.209468752145767,0.201523810625076,0.270383894443512,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"31","TXSB17","cd17a9a7-5e08-40f5-93e9-fb371e5091dc",20.4099998474121,26.75,14.0600004196167,879.960021972656,49.8499984741211,50.5999984741211,63.4599990844727,55.8499984741211,100.449996948242,124.550003051758,66.8499984741211,53.8400001525879,80.7300033569336,109.800003051758,64.4000015258789,59.5800018310547,10.6800003051758,12.4300003051758,16.3700008392334,20.3700008392334,24.4899997711182,27.5699996948242,28.8199996948242,29.2600002288818,26.2700004577637,21.3700008392334,16.0400009155273,11.1700000762939,206,0,0,12,"Not snow-dominated",0.208760544657707,0.216558963060379,0.257122278213501,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"32","TXSB40","5bd25224-6c43-4714-8304-dc05d0b79aef",20.1599998474121,26.5699996948242,13.75,858.299987792969,47.6199989318848,47.4799995422363,61.2099990844727,55.8800010681152,111.559997558594,108.230003356934,58.4599990844727,54.6699981689453,84.2399978637695,99.1100006103516,73.9400024414062,55.9000015258789,10.2700004577637,12.0799999237061,16,20.1100006103516,24.2900009155273,27.4500007629395,28.7299995422363,29.1299991607666,26.1200008392334,21.1900005340576,15.7399997711182,10.8299999237061,201,0,0,12,"Not snow-dominated",0.138206154108047,0.134704351425171,0.0986595302820206,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"33","TXSB38","deb431d9-69f6-4b38-9b7a-8f061042c13f",20.0200004577637,26.3500003814697,13.6800003051758,862.580017089844,48.0699996948242,47.8199996948242,61.7900009155273,56.2599983215332,111.080001831055,109.209999084473,59.1599998474121,54.5499992370605,84.3499984741211,99.8300018310547,74.2600021362305,56.2000007629395,10.1800003051758,12.0299997329712,15.8199996948242,19.9300003051758,24.0900001525879,27.2399997711182,28.5400009155273,28.9799995422363,25.9500007629395,21.0300006866455,15.6199998855591,10.7600002288818,215,0,0,12,"Not snow-dominated",0.129075318574905,0.133105352520943,0.381383180618286,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"34","TXSB30","536a0b3a-dcf2-48f4-a9c6-9b626f3f3819",20.5599994659424,26.6000003814697,14.5200004577637,815.27001953125,43.4000015258789,50.3699989318848,60.4300003051758,52.3199996948242,88.0299987792969,109.790000915527,66.9700012207031,48.5099983215332,72.0699996948242,107.319999694824,62.75,53.310001373291,11.0299997329712,12.7600002288818,16.6200008392334,20.4300003051758,24.6000003814697,27.6200008392334,28.8099994659424,29.25,26.2299995422363,21.5,16.3600006103516,11.5500001907349,209,0,0,12,"Not snow-dominated",0.15491546690464,0.167793124914169,0.397565186023712,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"35","TXSB33","b3cce451-c6ce-4bfd-bbd7-cdca5eed17c2",20.7299995422363,26.6900005340576,14.7600002288818,831.200012207031,45.6100006103516,47.8499984741211,63.0200004577637,52.6800003051758,90.6699981689453,100.73999786377,73,54.7599983215332,83.25,106.209999084473,62.2000007629395,51.2099990844727,11.1800003051758,12.9399995803833,16.7199993133545,20.6100006103516,24.7999992370605,27.8500003814697,29.0599994659424,29.4200000762939,26.3999996185303,21.6700000762939,16.4200000762939,11.6700000762939,228,0,0,12,"Not snow-dominated",0.207919865846634,0.172760248184204,0.245483249425888,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"36","TXSB34","87b54610-c3fc-4bac-98e1-c76dd414f8f5",20.8999996185303,26.8199996948242,14.9799995422363,812.409973144531,44.1300010681152,47.6300010681152,61.4599990844727,53.6100006103516,89.1900024414062,97.6600036621094,71.9800033569336,55.6800003051758,80.75,103.319999694824,59.2599983215332,47.7400016784668,11.4200000762939,13.1700000762939,16.9300003051758,20.7999992370605,24.9500007629395,27.9799995422363,29.1599998474121,29.4899997711182,26.5200004577637,21.8700008392334,16.6299991607666,11.9300003051758,224,0,0,12,"Not snow-dominated",0.215257227420807,0.258837401866913,0.331411778926849,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"37","TXSB36","adc53d19-4708-415b-8512-5527f6196027",20.8999996185303,26.8999996185303,14.8999996185303,785.549987792969,42.7000007629395,47.0699996948242,59.4199981689453,53.7599983215332,89.0800018310547,98,72.4300003051758,51.1500015258789,79.4100036621094,95.370002746582,53.9199981689453,43.2400016784668,11.3900003433228,13.1599998474121,16.9400005340576,20.7800006866455,24.9899997711182,28.0100002288818,29.1399993896484,29.4699993133545,26.5300006866455,21.9099998474121,16.6100006103516,11.8999996185303,232,0,0,12,"Not snow-dominated",0.165901482105255,0.205467700958252,0.0124034769833088,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"38","TXSB113","46961007-7322-4070-a0f4-0be3814b78a4",21.0699996948242,26.9799995422363,15.1599998474121,780.5,41.4599990844727,47.2299995422363,58.6699981689453,55.5299987792969,84.9100036621094,91.6999969482422,69.1900024414062,57.8899993896484,76.1900024414062,101.129997253418,54.8699989318848,41.7299995422363,11.6400003433228,13.2799997329712,17.1299991607666,20.9500007629395,25.1499996185303,28.1399993896484,29.3199996948242,29.5900001525879,26.5900001525879,22.0200004577637,16.8700008392334,12.1700000762939,193,0,0,12,"Not snow-dominated",0.176197424530983,0.242433488368988,0.182115346193314,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
"39","TXSB111","db62e6d4-7a36-44ec-8f87-e196626f29c2",21.0499992370605,26.9599990844727,15.1300001144409,786.450012207031,41.9700012207031,47.4700012207031,59.1300010681152,55.1699981689453,85.8000030517578,93.0999984741211,70.0100021362305,57.4099998474121,76.7799987792969,101.26000213623,55.5999984741211,42.75,11.6099996566772,13.289999961853,17.1100006103516,20.9400005340576,25.1100006103516,28.1299991607666,29.2999992370605,29.5599994659424,26.5699996948242,22.0200004577637,16.8199996948242,12.1199998855591,193,0,0,12,"Not snow-dominated",0.190925315022469,0.235861837863922,0.450335294008255,"Not snow-dominated","Not snow-dominated","Not snow-dominated",2022-02-16 17:18:14
