SiteCode,ParentGlobalID,tmean,tmax,tmin,ppt,ppt.m01,ppt.m02,ppt.m03,ppt.m04,ppt.m05,ppt.m06,ppt.m07,ppt.m08,ppt.m09,ppt.m10,ppt.m11,ppt.m12,temp.m01,temp.m02,temp.m03,temp.m04,temp.m05,temp.m06,temp.m07,temp.m08,temp.m09,temp.m10,temp.m11,temp.m12,BFI,Elev_m,MeanSnowPersistence_10,MeanSnowPersistence_05,MeanSnowPersistence_01,SnowDom_SP10,SnowDom_SP05,SnowDom_SP01,CalcTime
ALSE9533_B,525d46aa-686a-44ff-8617-e9af4d28cabf,17.4500007629395,23.7600002288818,11.1300001144409,1373.2099609375,132.869995117188,138.360000610352,130.75,119.279998779297,106.879997253418,108,117.480003356934,98.7099990844727,88.120002746582,92.2799987792969,120.660003662109,119.819999694824,6.48999977111816,8.64999961853027,12.9799995422363,17.0499992370605,21.8199996948242,25.7099990844727,27.3899993896484,27.0799999237061,23.8999996185303,17.8600006103516,12.5100002288818,7.94000005722046,40,71,0.503977358341217,0.507150232791901,0.291938662528992,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ALSE9534_B,8147638a-9a53-4d81-8753-7b01e0183d51,17.4400005340576,23.75,11.1199998855591,1371.34997558594,132.699996948242,138.580001831055,130.050003051758,119.699996948242,106.809997558594,108.269996643066,116.690002441406,98.2900009155273,87.5500030517578,92.3099975585938,120.440002441406,119.959999084473,6.46000003814697,8.63000011444092,12.960000038147,17.0300006866455,21.8299999237061,25.7299995422363,27.4200000762939,27.0699996948242,23.8899993896484,17.8500003814697,12.4799995422363,7.8899998664856,40,84,0.529150307178497,0.575833916664124,0.552842795848846,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ALSE9592_V,8187fe1d-1673-4c01-b692-93f7305ff3ff,16.8999996185303,23.9200000762939,9.88000011444092,1371.61999511719,127.830001831055,131.820007324219,132.009994506836,108.970001220703,116.610000610352,116.389999389648,118.98999786377,96.1399993896484,99.9599990844727,86.8600006103516,119.23999786377,116.800003051758,6.32999992370605,8.51000022888184,12.539999961853,16.5599994659424,21,24.8500003814697,26.6900005340576,26.3099994659424,23.1299991607666,17.2700004577637,12.0500001907349,7.6100001335144,34,147,0.453719913959503,0.357980102300644,0.261847704648972,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ALSE9594_V,0b6a05ee-3708-4aaa-bb87-c46a3bae9df8,16.9200000762939,24.0300006866455,9.8100004196167,1370.39001464844,128.070007324219,131.919998168945,132.009994506836,108.949996948242,116.470001220703,116.550003051758,118.430000305176,95.8899993896484,99.7200012207031,86.7900009155273,119.110000610352,116.480003356934,6.36999988555908,8.5600004196167,12.5699996948242,16.5900001525879,21.0200004577637,24.8600006103516,26.6900005340576,26.2999992370605,23.1100006103516,17.2700004577637,12.0699996948242,7.65000009536743,34,146,0.433760106563568,0.333011597394943,0.306269913911819,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ALSE9595_V,bc113cdf-1ba1-40a2-8479-d58c580875eb,16.8999996185303,23.9200000762939,9.88000011444092,1371.61999511719,127.830001831055,131.820007324219,132.009994506836,108.970001220703,116.610000610352,116.389999389648,118.98999786377,96.1399993896484,99.9599990844727,86.8600006103516,119.23999786377,116.800003051758,6.32999992370605,8.51000022888184,12.539999961853,16.5599994659424,21,24.8500003814697,26.6900005340576,26.3099994659424,23.1299991607666,17.2700004577637,12.0500001907349,7.6100001335144,34,147,0.455487877130508,0.35514560341835,0.289637386798859,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ALSE9596_V,3769e262-e6cc-4c9f-8c76-6801bde37b64,16.8999996185303,24.0200004577637,9.77000045776367,1371.97998046875,127.980003356934,131.869995117188,132.059997558594,109.069999694824,116.470001220703,116.480003356934,118.900001525879,96.2399978637695,99.9499969482422,86.8399963378906,119.319999694824,116.800003051758,6.3600001335144,8.53999996185303,12.5600004196167,16.5499992370605,20.9899997711182,24.8299999237061,26.6700000762939,26.2800006866455,23.0900001525879,17.2399997711182,12.0600004196167,7.6399998664856,34,147,0.455837488174438,0.350632131099701,0.330417364835739,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE117_V,0d70b14e-e043-48bc-b547-3a478560adeb,14.3100004196167,20.3500003814697,8.26000022888184,1201.92004394531,67.9300003051758,70.9300003051758,101.940002441406,107.540000915527,138.369995117188,123.139999389648,90.5999984741211,84.0400009155273,119.690002441406,102.25,113.150001525879,82.3399963378906,2.22000002861023,4.55000019073486,9.13000011444092,14.25,18.7000007629395,23.0599994659424,25.8099994659424,25.5699996948242,21,14.8599996566772,9.14999961853027,3.36999988555908,38,388,2.81303024291992,2.76981735229492,2.70388460159302,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE125_V,1b890a44-be00-49cb-b7ac-bbfc6f15fb59,14.1899995803833,20.3199996948242,8.0600004196167,1216.27001953125,69.9199981689453,71.75,103.860000610352,111.230003356934,143.929992675781,121.199996948242,89.9400024414062,85.6600036621094,117.389999389648,105.790000915527,112.120002746582,83.4800033569336,2.02999997138977,4.34999990463257,8.90999984741211,14.1300001144409,18.6299991607666,23.0499992370605,25.8199996948242,25.5599994659424,20.8999996185303,14.7399997711182,8.98999977111816,3.19000005722046,35,389,2.96078014373779,2.93455529212952,2.77052426338196,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE163_B,7fb47d15-00d8-45d9-b960-51e825d21848,15.3699998855591,22.0400009155273,8.6899995803833,1299.06994628906,84.6800003051758,91.7799987792969,116.849998474121,121.180000305176,134.889999389648,108.169998168945,95,73.9000015258789,99.4499969482422,128.399993896484,129.690002441406,115.080001831055,3.35999989509583,5.76999998092651,10.3699998855591,15.3800001144409,19.9400005340576,24.0799999237061,26.5699996948242,26.5300006866455,22.2600002288818,16.0599994659424,9.81999969482422,4.28999996185303,26,284,2.08863234519958,2.22789669036865,1.62202787399292,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE171_B,6d18efb8-d101-4d41-9e6d-69d54fcd24c2,14.8900003433228,21.3700008392334,8.40999984741211,1301.56005859375,85.7099990844727,93.5,115.019996643066,131.220001220703,120.230003356934,93.0899963378906,105.400001525879,76.1399993896484,105.26000213623,125.529998779297,137.649993896484,112.809997558594,2.8199999332428,5.17000007629395,9.94999980926514,15.0200004577637,19.4099998474121,23.5,25.9599990844727,25.8400001525879,21.5799999237061,15.710000038147,9.67000007629395,4.09000015258789,26,326,2.87466669082642,2.92120003700256,2.94489359855652,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE230_V,660767f7-b7bb-42c1-812c-3456c66dfc45,15.6400003433228,21.2900009155273,9.97999954223633,1220.46997070312,86.1800003051758,96.2600021362305,111.180000305176,123.639999389648,122.080001831055,82.2200012207031,91.4300003051758,69.879997253418,80.8600006103516,112.779998779297,120.519996643066,123.440002441406,2.90000009536743,5.40000009536743,10.3400001525879,15.6700000762939,20.6900005340576,25.4699993133545,27.2299995422363,26.5900001525879,22.4400005340576,16.3199996948242,10.1899995803833,4.40999984741211,37,97,3.23593044281006,3.33787560462952,3.20864462852478,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE8840_V,f8b73f71-a6ba-4697-a1a1-5681d5679cd3,14.289999961853,19.2399997711182,9.32999992370605,1422.98999023438,87.4800033569336,87.2200012207031,124.949996948242,137.520004272461,168.029998779297,122.73999786377,93.9100036621094,89.8300018310547,140.509994506836,122.589996337891,143.350006103516,104.860000610352,1.99000000953674,4.71000003814697,8.85999965667725,14.1199998855591,18.7299995422363,22.5799999237061,25.4300003051758,25.4899997711182,21.1800003051758,15.460000038147,9.48999977111816,3.41000008583069,24,562,2.29527258872986,2.2506697177887,2.99498200416565,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE8845_V,49d973a4-331d-4c7a-b3be-725c95d07947,14.3699998855591,19.3700008392334,9.35999965667725,1427.92004394531,87.9100036621094,87.4700012207031,125.23999786377,138.050003051758,168.610000610352,123.269996643066,93.9499969482422,90.1100006103516,141.490005493164,122.779998779297,143.889999389648,105.150001525879,2.13000011444092,4.88000011444092,8.97999954223633,14.2600002288818,18.8799991607666,22.6200008392334,25.4799995422363,25.5799999237061,21.2800006866455,15.460000038147,9.39999961853027,3.48000001907349,23,599,2.33618235588074,2.38742113113403,3.3699676990509,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE8884_B,38c165c7-0bc6-4642-bc29-9a90ee14a3e3,15.039999961853,21.4099998474121,8.67000007629395,1298.39001464844,85.9599990844727,94.5599975585938,116.209999084473,127.889999389648,122.540000915527,95.4499969482422,101.199996948242,76.3300018310547,102.660003662109,124.449996948242,135.380004882812,115.76000213623,2.96000003814697,5.34999990463257,10.1700000762939,15.1300001144409,19.5400009155273,23.5900001525879,26.0799999237061,25.9799995422363,21.7099990844727,15.8900003433228,9.84000015258789,4.21000003814697,26,292,2.5720009803772,2.55207133293152,2.28583550453186,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARNE8937_B,a1c33357-1b4e-478f-a782-4c773ef59252,15.1300001144409,21.4899997711182,8.77000045776367,1314.80004882812,85.0299987792969,93.0699996948242,118.370002746582,122.51000213623,138.050003051758,108.629997253418,95.0100021362305,75.1800003051758,101.730003356934,128.850006103516,132.520004272461,115.849998474121,3.09999990463257,5.53999996185303,10.210000038147,15.1499996185303,19.5799999237061,23.7299995422363,26.3199996948242,26.25,22,15.9200000762939,9.71000003814697,4.07000017166138,26,320,2.22384119033813,2.40934729576111,2.44104385375977,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARSE5406_B,1cf5f5dc-d102-47c9-89d8-42d38a5322d7,16.4699993133545,22.2000007629395,10.7299995422363,1454.72998046875,88.2399978637695,106.76000213623,135.490005493164,129.970001220703,151.279998779297,122.309997558594,105.220001220703,77.25,103.959999084473,148.660003662109,147.009994506836,138.580001831055,5.38000011444092,7.51999998092651,11.9099998474121,16.3999996185303,20.6499996185303,24.5900001525879,26.9099998474121,26.7900009155273,22.7999992370605,17.1800003051758,11.5600004196167,5.92000007629395,20,386,2.64172649383545,2.98547649383545,3.47726440429688,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARSE8019_B,3fd119a9-f090-4cd7-bb68-b1644e642190,16.4699993133545,22.2000007629395,10.7299995422363,1454.72998046875,88.2399978637695,106.76000213623,135.490005493164,129.970001220703,151.279998779297,122.309997558594,105.220001220703,77.25,103.959999084473,148.660003662109,147.009994506836,138.580001831055,5.38000011444092,7.51999998092651,11.9099998474121,16.3999996185303,20.6499996185303,24.5900001525879,26.9099998474121,26.7900009155273,22.7999992370605,17.1800003051758,11.5600004196167,5.92000007629395,20,386,2.64453029632568,3.0652174949646,3.31593418121338,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARSE8022_B,e0b7b220-3112-4973-8627-7f167edcb697,16.3700008392334,22.0799999237061,10.6599998474121,1448.11999511719,88.7699966430664,107.129997253418,135.639999389648,129.889999389648,149.679992675781,118.959999084473,104.5,76.1699981689453,104.959999084473,146.800003051758,146.789993286133,138.830001831055,5.21000003814697,7.30999994277954,11.7799997329712,16.3799991607666,20.5900001525879,24.5699996948242,26.8299999237061,26.75,22.75,17.1100006103516,11.4499998092651,5.76999998092651,20,358,2.70879721641541,2.96133852005005,3.22202777862549,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARSE9438_B,996bc6bc-38a0-4ddb-95e6-b48fd19159d4,16.1599998474121,22.3099994659424,10.0100002288818,1402.31005859375,90.0899963378906,101.190002441406,130.330001831055,127.089996337891,144.119995117188,112.620002746582,99.1500015258789,74.1100006103516,107.910003662109,137.830001831055,142.550003051758,135.320007324219,4.67999982833862,6.80000019073486,11.3599996566772,16.1399993896484,20.4899997711182,24.6800003051758,26.9300003051758,26.7999992370605,22.7600002288818,16.8700008392334,10.9799995422363,5.46000003814697,20,302,2.7442831993103,2.78581833839417,2.07235074043274,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARSE9485_B,9509c76c-6f6e-42c3-9b5b-d35f1a209496,16.5900001525879,22.0699996948242,11.1000003814697,1462.16003417969,87.4800033569336,106.930000305176,135.419998168945,129.940002441406,152.929992675781,125.610000610352,105.860000610352,78.3899993896484,103.040000915527,150.350006103516,147.350006103516,138.860000610352,5.6100001335144,7.57999992370605,11.9399995803833,16.4400005340576,20.7700004577637,24.75,26.9300003051758,26.8899993896484,22.9799995422363,17.3500003814697,11.7600002288818,6.03999996185303,20,414,2.57641100883484,3.10710740089417,3.26804065704346,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
ARSE9486_B,5a087825-841d-4614-9ca6-9793e5ffb6a9,16.5900001525879,22.0699996948242,11.1000003814697,1462.16003417969,87.4800033569336,106.930000305176,135.419998168945,129.940002441406,152.929992675781,125.610000610352,105.860000610352,78.3899993896484,103.040000915527,150.350006103516,147.350006103516,138.860000610352,5.6100001335144,7.57999992370605,11.9399995803833,16.4400005340576,20.7700004577637,24.75,26.9300003051758,26.8899993896484,22.9799995422363,17.3500003814697,11.7600002288818,6.03999996185303,20,414,2.57683062553406,3.1133029460907,3.26203632354736,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
CTNE4307_V,cabbd61d-4b5b-4579-939c-56d0cdcfdf42,8.73999977111816,14.9499998092651,2.51999998092651,1151.06994628906,74.4499969482422,66.3399963378906,87.8000030517578,91.1800003051758,102.779998779297,114.949996948242,115.569999694824,103.830001831055,102.580001831055,112.400001525879,93.25,85.9400024414062,-4.6399998664856,-3,1.57000005245209,8.19999980926514,13.9200000762939,18.7099990844727,21.1800003051758,20.3400001525879,16.0900001525879,9.75,4.38000011444092,-1.64999997615814,51,247,25.2243690490723,25.0006275177002,24.2477378845215,Snow-dominated,Snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
CTNE4333_V,d98addb2-5d3a-48df-9c26-3ae381356119,10.4099998474121,15.9799995422363,4.82999992370605,1295.56005859375,96.3600006103516,86.0800018310547,113.980003356934,118.339996337891,112.849998474121,110.220001220703,105.419998168945,106.620002746582,106.669998168945,124.589996337891,114.01000213623,100.419998168945,-2.60999989509583,-0.899999976158142,3.30999994277954,9.44999980926514,14.8900003433228,19.9699993133545,22.8600006103516,22.0100002288818,17.9300003051758,11.4499998092651,6.11999988555908,0.400000005960464,49,75,21.5043258666992,21.3879470825195,21.0936145782471,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
CTNE8862_B,35280371-ce4a-40af-ad5c-63d03e7e640d,8.61999988555908,14.8800001144409,2.35999989509583,1148.48999023438,76.4599990844727,67.4899978637695,86.9300003051758,92.7699966430664,102.400001525879,114.180000305176,115.569999694824,99.3099975585938,103.300003051758,113.23999786377,93.120002746582,83.7200012207031,-4.78999996185303,-3.14000010490417,1.44000005722046,8.09000015258789,13.8199996948242,18.6200008392334,21.0799999237061,20.2399997711182,15.9700002670288,9.64000034332275,4.26999998092651,-1.74000000953674,50,302,25.9965782165527,26.4231357574463,25.2122421264648,Snow-dominated,Snow-dominated,Snow-dominated,2022-11-17T22:08:58Z
CTNE8863_V,e38185c1-187b-4789-83d7-9e39a2a91961,9.09000015258789,15,3.1800000667572,1278.5,90.379997253418,81.25,104.809997558594,107.290000915527,114.830001831055,117.040000915527,111.099998474121,103.660003662109,113.779998779297,125.01000213623,109.650001525879,99.6999969482422,-4.38000011444092,-2.75999999046326,1.70000004768372,8.39000034332275,14.1499996185303,19.2600002288818,21.7999992370605,20.8500003814697,16.6299991607666,10.1300001144409,4.71000003814697,-1.35000002384186,51,262,26.5219669342041,25.3753967285156,24.5416927337646,Snow-dominated,Snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
CTNE8864_B,fd391e37-1d18-423e-97b4-df6c108ceea5,9.93000030517578,15.6800003051758,4.17999982833862,1248.56994628906,89.3099975585938,79.5199966430664,102.25,109.01000213623,107.400001525879,114.98999786377,107.529998779297,105.980003356934,106.98999786377,121.470001220703,105.919998168945,98.1999969482422,-3.3199999332428,-1.70000004768372,2.67000007629395,9.10000038146973,14.7200002670288,19.8500003814697,22.5100002288818,21.6100006103516,17.4599990844727,10.8800001144409,5.67000007629395,-0.270000010728836,51,104,25.5146484375,25.7870502471924,27.127326965332,Snow-dominated,Snow-dominated,Snow-dominated,2022-11-17T22:08:58Z
FLSE6566_V,85040ac7-37e9-4a01-abc5-1571b6ade2b4,19.6599998474121,26.4400005340576,12.8800001144409,1513.97998046875,126.769996643066,116.269996643066,145.800003051758,88.870002746582,91.5899963378906,169.600006103516,183.679992675781,173.070007324219,138.289993286133,84.6999969482422,98.0299987792969,97.3099975585938,10.5200004577637,12.5200004577637,15.8699998855591,19.0300006866455,23.2900009155273,26.4300003051758,27.4599990844727,27.3099994659424,25.3500003814697,20.6100006103516,15.7700004577637,11.7799997329712,52,23,0.415244609117508,0.350539326667786,0.573267638683319,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
FLSE6568_VO,34a84285-c67e-4464-ba3d-fead99853eaa,19.6399993896484,26.4200000762939,12.8500003814697,1512.14001464844,126.639999389648,116.180000305176,145.759994506836,88.7900009155273,91.4000015258789,169.160003662109,184.080001831055,172.580001831055,137.75,84.5400009155273,97.8199996948242,97.4400024414062,10.4799995422363,12.4799995422363,15.8800001144409,19.0400009155273,23.2900009155273,26.3899993896484,27.4200000762939,27.2900009155273,25.2800006866455,20.5799999237061,15.7399997711182,11.75,51,26,0.437164127826691,0.270422130823135,0.206492021679878,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
FLSE6606_B,a0ff0d16-1222-464f-aa99-da50ef1f38d8,19.7999992370605,26.5499992370605,13.039999961853,1518.13000488281,117.129997253418,118.910003662109,144.949996948242,83.7600021362305,90.1399993896484,189.460006713867,182.740005493164,192.009994506836,131.470001220703,82.1699981689453,89.8499984741211,95.5400009155273,10.6199998855591,12.5500001907349,15.8500003814697,19.0699996948242,23.3999996185303,26.6499996185303,27.6499996185303,27.5799999237061,25.6100006103516,20.9099998474121,15.8599996566772,11.8199996948242,47,33,0.567962110042572,0.564907789230347,0.872673869132996,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
FLSE6607_V,0922fc2c-2789-4451-ae49-79900119cb50,19.7700004577637,26.5599994659424,12.9799995422363,1523.85998535156,117.580001831055,115.919998168945,144.070007324219,85.1100006103516,88.6699981689453,183.350006103516,189.990005493164,192.710006713867,137.25,84.5400009155273,89.9199981689453,94.75,10.6300001144409,12.5600004196167,15.8400001525879,19.0400009155273,23.3400001525879,26.5599994659424,27.5599994659424,27.4899997711182,25.6000003814697,20.8899993896484,15.8900003433228,11.8500003814697,47,26,0.665268242359161,0.510576605796814,0.598933815956116,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
FLSE6780_V,7f719a86-6c09-48b1-b9b5-3364d0492fe7,22.4699993133545,28.0900001525879,16.8400001525879,1314.88000488281,67.1699981689453,67.4199981689453,91.9300003051758,57.5900001525879,59.9500007629395,194.600006103516,206.160003662109,232.399993896484,168.300003051758,56.9199981689453,46.3699989318848,66.0699996948242,15.3900003433228,16.8199996948242,19.0900001525879,21.6399993896484,25.2399997711182,27.3700008392334,28.0400009155273,28.1100006103516,27.1599998474121,24.0400009155273,20.0499992370605,16.6499996185303,38,20,0.372970789670944,0.471515953540802,0.655389428138733,Not snow-dominated,Not snow-dominated,Not snow-dominated,2022-11-17T22:08:58Z
